team,date,competition,opponent,venue,result,gf,ga,is_friendly
Sweden,2018-07-07,FIFA World Cup,England,neutral,L,0,2,False
Belgium,2018-07-10,FIFA World Cup,France,neutral,L,0,1,False
France,2018-07-10,FIFA World Cup,Belgium,neutral,W,1,0,False
Croatia,2018-07-11,FIFA World Cup,England,neutral,W,2,1,False
England,2018-07-11,FIFA World Cup,Croatia,neutral,L,1,2,False
Belgium,2018-07-14,FIFA World Cup,England,neutral,W,2,0,False
England,2018-07-14,FIFA World Cup,Belgium,neutral,L,0,2,False
Croatia,2018-07-15,FIFA World Cup,France,neutral,L,2,4,False
France,2018-07-15,FIFA World Cup,Croatia,neutral,W,4,2,False
Iraq,2018-08-04,Friendly,Palestine,away,W,3,0,True
Palestine,2018-08-04,Friendly,Iraq,home,L,0,3,True
Austria,2018-09-06,Friendly,Sweden,home,W,2,0,True
Croatia,2018-09-06,Friendly,Portugal,away,D,1,1,True
Cyprus,2018-09-06,UEFA Nations League,Norway,away,L,0,2,False
Czechia,2018-09-06,UEFA Nations League,Ukraine,home,L,1,2,False
France,2018-09-06,UEFA Nations League,Germany,away,D,0,0,False
Germany,2018-09-06,UEFA Nations League,France,home,D,0,0,False
Jordan,2018-09-06,Friendly,Lebanon,home,L,0,1,True
Lebanon,2018-09-06,Friendly,Jordan,away,W,1,0,True
Netherlands,2018-09-06,Friendly,Peru,home,W,2,1,True
Norway,2018-09-06,UEFA Nations League,Cyprus,home,W,2,0,False
Peru,2018-09-06,Friendly,Netherlands,away,L,1,2,True
Portugal,2018-09-06,Friendly,Croatia,home,D,1,1,True
Sweden,2018-09-06,Friendly,Austria,away,L,0,2,True
Syria,2018-09-06,Friendly,Uzbekistan,away,D,1,1,True
Ukraine,2018-09-06,UEFA Nations League,Czechia,away,W,2,1,False
Uzbekistan,2018-09-06,Friendly,Syria,home,D,1,1,True
Argentina,2018-09-07,Friendly,Guatemala,neutral,W,3,0,True
Belgium,2018-09-07,Friendly,Scotland,away,W,4,0,True
Brazil,2018-09-07,Friendly,United States,away,W,2,0,True
China PR,2018-09-07,Friendly,Qatar,away,L,0,1,True
Colombia,2018-09-07,Friendly,Venezuela,neutral,W,2,1,True
Costa Rica,2018-09-07,Friendly,South Korea,away,L,0,2,True
Ecuador,2018-09-07,Friendly,Jamaica,neutral,W,2,0,True
Guatemala,2018-09-07,Friendly,Argentina,neutral,L,0,3,True
Jamaica,2018-09-07,Friendly,Ecuador,neutral,L,0,2,True
Mexico,2018-09-07,Friendly,Uruguay,neutral,L,1,4,True
Qatar,2018-09-07,Friendly,China PR,home,W,1,0,True
Russia,2018-09-07,UEFA Nations League,Turkey,away,W,2,1,False
Scotland,2018-09-07,Friendly,Belgium,home,L,0,4,True
South Korea,2018-09-07,Friendly,Costa Rica,home,W,2,0,True
Turkey,2018-09-07,UEFA Nations League,Russia,home,L,1,2,False
United States,2018-09-07,Friendly,Brazil,home,L,0,2,True
Uruguay,2018-09-07,Friendly,Mexico,neutral,W,4,1,True
Venezuela,2018-09-07,Friendly,Colombia,neutral,L,1,2,True
Algeria,2018-09-08,African Cup of Nations qualification,Gambia,away,D,1,1,False
Bosnia and Herzegovina,2018-09-08,UEFA Nations League,Northern Ireland,away,W,2,1,False
Egypt,2018-09-08,African Cup of Nations qualification,Niger,home,W,6,0,False
England,2018-09-08,UEFA Nations League,Spain,home,L,1,2,False
Gambia,2018-09-08,African Cup of Nations qualification,Algeria,home,D,1,1,False
Ghana,2018-09-08,African Cup of Nations qualification,Kenya,away,L,0,1,False
Iceland,2018-09-08,UEFA Nations League,Switzerland,away,L,0,6,False
Kenya,2018-09-08,African Cup of Nations qualification,Ghana,home,W,1,0,False
Libya,2018-09-08,African Cup of Nations qualification,South Africa,away,D,0,0,False
Malawi,2018-09-08,African Cup of Nations qualification,Morocco,away,L,0,3,False
Morocco,2018-09-08,African Cup of Nations qualification,Malawi,home,W,3,0,False
Niger,2018-09-08,African Cup of Nations qualification,Egypt,away,L,0,6,False
Northern Ireland,2018-09-08,UEFA Nations League,Bosnia and Herzegovina,home,L,1,2,False
South Africa,2018-09-08,African Cup of Nations qualification,Libya,home,D,0,0,False
Spain,2018-09-08,UEFA Nations League,England,away,W,2,1,False
Switzerland,2018-09-08,UEFA Nations League,Iceland,home,W,6,0,False
Bulgaria,2018-09-09,UEFA Nations League,Norway,home,W,1,0,False
Canada,2018-09-09,CONCACAF Nations League qualification,United States Virgin Islands,neutral,W,8,0,False
Cape Verde,2018-09-09,African Cup of Nations qualification,Lesotho,away,D,1,1,False
DR Congo,2018-09-09,African Cup of Nations qualification,Liberia,away,D,1,1,False
Eswatini,2018-09-09,African Cup of Nations qualification,Tunisia,home,L,0,2,False
France,2018-09-09,UEFA Nations League,Netherlands,home,W,2,1,False
Germany,2018-09-09,Friendly,Peru,home,W,2,1,True
Ivory Coast,2018-09-09,African Cup of Nations qualification,Rwanda,away,W,2,1,False
Lesotho,2018-09-09,African Cup of Nations qualification,Cape Verde,home,D,1,1,False
Liberia,2018-09-09,African Cup of Nations qualification,DR Congo,home,D,1,1,False
Madagascar,2018-09-09,African Cup of Nations qualification,Senegal,home,D,2,2,False
Netherlands,2018-09-09,UEFA Nations League,France,away,L,1,2,False
Norway,2018-09-09,UEFA Nations League,Bulgaria,away,L,0,1,False
Peru,2018-09-09,Friendly,Germany,away,L,1,2,True
Rwanda,2018-09-09,African Cup of Nations qualification,Ivory Coast,home,L,1,2,False
Senegal,2018-09-09,African Cup of Nations qualification,Madagascar,away,D,2,2,False
Tunisia,2018-09-09,African Cup of Nations qualification,Eswatini,away,W,2,0,False
United States Virgin Islands,2018-09-09,CONCACAF Nations League qualification,Canada,neutral,L,0,8,False
Albania,2018-09-10,UEFA Nations League,Scotland,away,L,0,2,False
Bolivia,2018-09-10,Friendly,Saudi Arabia,away,D,2,2,True
Curacao,2018-09-10,CONCACAF Nations League qualification,Grenada,home,W,10,0,False
Czechia,2018-09-10,Friendly,Russia,away,L,1,5,True
Grenada,2018-09-10,CONCACAF Nations League qualification,Curacao,away,L,0,10,False
Haiti,2018-09-10,CONCACAF Nations League qualification,Sint Maarten,home,W,13,0,False
Iraq,2018-09-10,Friendly,Kuwait,away,D,2,2,True
Italy,2018-09-10,UEFA Nations League,Portugal,away,L,0,1,False
Kuwait,2018-09-10,Friendly,Iraq,home,D,2,2,True
Portugal,2018-09-10,UEFA Nations League,Italy,home,W,1,0,False
Russia,2018-09-10,Friendly,Czechia,home,W,5,1,True
Saudi Arabia,2018-09-10,Friendly,Bolivia,home,D,2,2,True
Scotland,2018-09-10,UEFA Nations League,Albania,home,W,2,0,False
Sint Maarten,2018-09-10,CONCACAF Nations League qualification,Haiti,away,L,0,13,False
Sweden,2018-09-10,UEFA Nations League,Turkey,home,L,2,3,False
Turkey,2018-09-10,UEFA Nations League,Sweden,away,W,3,2,False
Argentina,2018-09-11,Friendly,Colombia,neutral,D,0,0,True
Austria,2018-09-11,UEFA Nations League,Bosnia and Herzegovina,away,L,0,1,False
Belgium,2018-09-11,UEFA Nations League,Iceland,away,W,3,0,False
Bosnia and Herzegovina,2018-09-11,UEFA Nations League,Austria,home,W,1,0,False
Chile,2018-09-11,Friendly,South Korea,away,D,0,0,True
Colombia,2018-09-11,Friendly,Argentina,neutral,D,0,0,True
Costa Rica,2018-09-11,Kirin Challenge Cup,Japan,away,L,0,3,False
Croatia,2018-09-11,UEFA Nations League,Spain,away,L,0,6,False
Ecuador,2018-09-11,Friendly,Guatemala,neutral,W,2,0,True
England,2018-09-11,Friendly,Switzerland,home,W,1,0,True
Guatemala,2018-09-11,Friendly,Ecuador,neutral,L,0,2,True
Iceland,2018-09-11,UEFA Nations League,Belgium,home,L,0,3,False
Iran,2018-09-11,Friendly,Uzbekistan,away,W,1,0,True
Japan,2018-09-11,Kirin Challenge Cup,Costa Rica,home,W,3,0,False
Jordan,2018-09-11,Friendly,Oman,home,D,0,0,True
Mexico,2018-09-11,Friendly,United States,away,L,0,1,True
Oman,2018-09-11,Friendly,Jordan,away,D,0,0,True
Palestine,2018-09-11,Friendly,Qatar,away,L,0,3,True
Panama,2018-09-11,Friendly,Venezuela,home,L,0,2,True
Qatar,2018-09-11,Friendly,Palestine,home,W,3,0,True
South Korea,2018-09-11,Friendly,Chile,home,D,0,0,True
Spain,2018-09-11,UEFA Nations League,Croatia,home,W,6,0,False
Switzerland,2018-09-11,Friendly,England,away,L,0,1,True
United States,2018-09-11,Friendly,Mexico,home,W,1,0,True
Uzbekistan,2018-09-11,Friendly,Iran,home,L,0,1,True
Venezuela,2018-09-11,Friendly,Panama,away,W,2,0,True
Brazil,2018-09-12,Friendly,El Salvador,neutral,W,5,0,True
El Salvador,2018-09-12,Friendly,Brazil,neutral,L,0,5,True
Albania,2018-10-10,Friendly,Jordan,home,D,0,0,True
Jordan,2018-10-10,Friendly,Albania,away,D,0,0,True
Argentina,2018-10-11,Friendly,Iraq,neutral,W,4,0,True
Bosnia and Herzegovina,2018-10-11,Friendly,Turkey,away,D,0,0,True
Colombia,2018-10-11,Friendly,United States,away,W,4,2,True
Costa Rica,2018-10-11,Friendly,Mexico,away,L,2,3,True
France,2018-10-11,Friendly,Iceland,home,D,2,2,True
Iceland,2018-10-11,Friendly,France,away,D,2,2,True
Iraq,2018-10-11,Friendly,Argentina,neutral,L,0,4,True
Israel,2018-10-11,UEFA Nations League,Scotland,home,W,2,1,False
Mexico,2018-10-11,Friendly,Costa Rica,home,W,3,2,True
Poland,2018-10-11,UEFA Nations League,Portugal,home,L,2,3,False
Portugal,2018-10-11,UEFA Nations League,Poland,away,W,3,2,False
Russia,2018-10-11,UEFA Nations League,Sweden,home,D,0,0,False
Scotland,2018-10-11,UEFA Nations League,Israel,away,L,1,2,False
Spain,2018-10-11,Friendly,Wales,away,W,4,1,True
Sweden,2018-10-11,UEFA Nations League,Russia,away,D,0,0,False
Turkey,2018-10-11,Friendly,Bosnia and Herzegovina,home,D,0,0,True
United States,2018-10-11,Friendly,Colombia,home,L,2,4,True
Wales,2018-10-11,Friendly,Spain,home,L,1,4,True
Algeria,2018-10-12,African Cup of Nations qualification,Benin,home,W,2,0,False
Austria,2018-10-12,UEFA Nations League,Northern Ireland,home,W,1,0,False
Belgium,2018-10-12,UEFA Nations League,Switzerland,home,W,2,1,False
Benin,2018-10-12,African Cup of Nations qualification,Algeria,away,L,0,2,False
Brazil,2018-10-12,Friendly,Saudi Arabia,away,W,2,0,True
Cape Verde,2018-10-12,African Cup of Nations qualification,Tanzania,home,W,3,0,False
Central African Republic,2018-10-12,African Cup of Nations qualification,Ivory Coast,away,L,0,4,False
Croatia,2018-10-12,UEFA Nations League,England,home,D,0,0,False
Curacao,2018-10-12,CONCACAF Nations League qualification,United States Virgin Islands,neutral,W,5,0,False
Ecuador,2018-10-12,Friendly,Qatar,away,L,3,4,True
Egypt,2018-10-12,African Cup of Nations qualification,Eswatini,home,W,4,1,False
England,2018-10-12,UEFA Nations League,Croatia,away,D,0,0,False
Eswatini,2018-10-12,African Cup of Nations qualification,Egypt,away,L,1,4,False
Ivory Coast,2018-10-12,African Cup of Nations qualification,Central African Republic,home,W,4,0,False
Japan,2018-10-12,Kirin Challenge Cup,Panama,home,W,3,0,False
Northern Ireland,2018-10-12,UEFA Nations League,Austria,away,L,0,1,False
Panama,2018-10-12,Kirin Challenge Cup,Japan,away,L,0,3,False
Qatar,2018-10-12,Friendly,Ecuador,home,W,4,3,True
Saudi Arabia,2018-10-12,Friendly,Brazil,home,L,0,2,True
South Korea,2018-10-12,Friendly,Uruguay,home,W,2,1,True
Switzerland,2018-10-12,UEFA Nations League,Belgium,away,L,1,2,False
Tanzania,2018-10-12,African Cup of Nations qualification,Cape Verde,away,L,0,3,False
United States Virgin Islands,2018-10-12,CONCACAF Nations League qualification,Curacao,neutral,L,0,5,False
Uruguay,2018-10-12,Friendly,South Korea,away,L,1,2,True
Comoros,2018-10-13,African Cup of Nations qualification,Morocco,away,L,0,1,False
Czechia,2018-10-13,UEFA Nations League,Slovakia,away,W,2,1,False
DR Congo,2018-10-13,African Cup of Nations qualification,Zimbabwe,home,L,1,2,False
Germany,2018-10-13,UEFA Nations League,Netherlands,away,L,0,3,False
Morocco,2018-10-13,African Cup of Nations qualification,Comoros,home,W,1,0,False
Netherlands,2018-10-13,UEFA Nations League,Germany,home,W,3,0,False
Niger,2018-10-13,African Cup of Nations qualification,Tunisia,away,L,0,1,False
North Korea,2018-10-13,Friendly,Uzbekistan,away,L,0,2,True
Norway,2018-10-13,UEFA Nations League,Slovenia,home,W,1,0,False
Senegal,2018-10-13,African Cup of Nations qualification,Sudan,home,W,3,0,False
Seychelles,2018-10-13,African Cup of Nations qualification,South Africa,away,L,0,6,False
Slovakia,2018-10-13,UEFA Nations League,Czechia,home,L,1,2,False
Slovenia,2018-10-13,UEFA Nations League,Norway,away,L,0,1,False
South Africa,2018-10-13,African Cup of Nations qualification,Seychelles,home,W,6,0,False
Sudan,2018-10-13,African Cup of Nations qualification,Senegal,away,L,0,3,False
Tunisia,2018-10-13,African Cup of Nations qualification,Niger,home,W,1,0,False
Uzbekistan,2018-10-13,Friendly,North Korea,home,W,2,0,True
Zimbabwe,2018-10-13,African Cup of Nations qualification,DR Congo,away,W,2,1,False
Portugal,2018-10-14,Friendly,Scotland,away,W,3,1,True
Russia,2018-10-14,UEFA Nations League,Turkey,home,W,2,0,False
Scotland,2018-10-14,Friendly,Portugal,home,L,1,3,True
Turkey,2018-10-14,UEFA Nations League,Russia,away,L,0,2,False
Australia,2018-10-15,Friendly,Kuwait,away,W,4,0,True
Bosnia and Herzegovina,2018-10-15,UEFA Nations League,Northern Ireland,home,W,2,0,False
Croatia,2018-10-15,Friendly,Jordan,home,W,2,1,True
England,2018-10-15,UEFA Nations League,Spain,away,W,3,2,False
Iceland,2018-10-15,UEFA Nations League,Switzerland,home,L,1,2,False
Iraq,2018-10-15,Friendly,Saudi Arabia,away,D,1,1,True
Jordan,2018-10-15,Friendly,Croatia,away,L,1,2,True
Kuwait,2018-10-15,Friendly,Australia,home,L,0,4,True
Northern Ireland,2018-10-15,UEFA Nations League,Bosnia and Herzegovina,away,L,0,2,False
Saudi Arabia,2018-10-15,Friendly,Iraq,home,D,1,1,True
Spain,2018-10-15,UEFA Nations League,England,home,L,2,3,False
Switzerland,2018-10-15,UEFA Nations League,Iceland,away,W,2,1,False
Algeria,2018-10-16,African Cup of Nations qualification,Benin,away,L,0,1,False
Argentina,2018-10-16,Superclásico de las Américas,Brazil,neutral,L,0,1,False
Austria,2018-10-16,Friendly,Denmark,away,L,0,2,True
Belgium,2018-10-16,Friendly,Netherlands,home,D,1,1,True
Benin,2018-10-16,African Cup of Nations qualification,Algeria,home,W,1,0,False
Bolivia,2018-10-16,Friendly,Iran,away,L,1,2,True
Brazil,2018-10-16,Superclásico de las Américas,Argentina,neutral,W,1,0,False
Bulgaria,2018-10-16,UEFA Nations League,Norway,away,L,0,1,False
Canada,2018-10-16,CONCACAF Nations League qualification,Dominica,home,W,5,0,False
Cape Verde,2018-10-16,African Cup of Nations qualification,Tanzania,away,L,0,2,False
Central African Republic,2018-10-16,African Cup of Nations qualification,Ivory Coast,home,D,0,0,False
Chile,2018-10-16,Friendly,Mexico,away,W,1,0,True
Colombia,2018-10-16,Friendly,Costa Rica,neutral,W,3,1,True
Comoros,2018-10-16,African Cup of Nations qualification,Morocco,home,D,2,2,False
Costa Rica,2018-10-16,Friendly,Colombia,neutral,L,1,3,True
Czechia,2018-10-16,UEFA Nations League,Ukraine,away,L,0,1,False
DR Congo,2018-10-16,African Cup of Nations qualification,Zimbabwe,away,D,1,1,False
Denmark,2018-10-16,Friendly,Austria,home,W,2,0,True
Dominica,2018-10-16,CONCACAF Nations League qualification,Canada,away,L,0,5,False
Ecuador,2018-10-16,Friendly,Oman,neutral,D,0,0,True
Egypt,2018-10-16,African Cup of Nations qualification,Eswatini,away,W,2,0,False
Eswatini,2018-10-16,African Cup of Nations qualification,Egypt,home,L,0,2,False
France,2018-10-16,UEFA Nations League,Germany,home,W,2,1,False
Germany,2018-10-16,UEFA Nations League,France,away,L,1,2,False
Haiti,2018-10-16,CONCACAF Nations League qualification,Saint Lucia,neutral,W,2,1,False
Iran,2018-10-16,Friendly,Bolivia,home,W,2,1,True
Ivory Coast,2018-10-16,African Cup of Nations qualification,Central African Republic,away,D,0,0,False
Japan,2018-10-16,Kirin Challenge Cup,Uruguay,home,W,4,3,False
Mexico,2018-10-16,Friendly,Chile,home,L,0,1,True
Morocco,2018-10-16,African Cup of Nations qualification,Comoros,away,D,2,2,False
Netherlands,2018-10-16,Friendly,Belgium,away,D,1,1,True
Niger,2018-10-16,African Cup of Nations qualification,Tunisia,home,L,1,2,False
Norway,2018-10-16,UEFA Nations League,Bulgaria,home,W,1,0,False
Oman,2018-10-16,Friendly,Ecuador,neutral,D,0,0,True
Panama,2018-10-16,Friendly,South Korea,away,D,2,2,True
Peru,2018-10-16,Friendly,United States,away,D,1,1,True
Qatar,2018-10-16,Friendly,Uzbekistan,away,L,0,2,True
Saint Lucia,2018-10-16,CONCACAF Nations League qualification,Haiti,neutral,L,1,2,False
Senegal,2018-10-16,African Cup of Nations qualification,Sudan,away,W,1,0,False
Seychelles,2018-10-16,African Cup of Nations qualification,South Africa,home,D,0,0,False
Slovakia,2018-10-16,Friendly,Sweden,away,D,1,1,True
South Africa,2018-10-16,African Cup of Nations qualification,Seychelles,away,D,0,0,False
South Korea,2018-10-16,Friendly,Panama,home,D,2,2,True
Sudan,2018-10-16,African Cup of Nations qualification,Senegal,home,L,0,1,False
Sweden,2018-10-16,Friendly,Slovakia,home,D,1,1,True
Tanzania,2018-10-16,African Cup of Nations qualification,Cape Verde,home,W,2,0,False
Tunisia,2018-10-16,African Cup of Nations qualification,Niger,away,W,2,1,False
Ukraine,2018-10-16,UEFA Nations League,Czechia,home,W,1,0,False
United States,2018-10-16,Friendly,Peru,home,D,1,1,True
Uruguay,2018-10-16,Kirin Challenge Cup,Japan,away,L,3,4,False
Uzbekistan,2018-10-16,Friendly,Qatar,home,W,2,0,True
Zimbabwe,2018-10-16,African Cup of Nations qualification,DR Congo,home,D,1,1,False
Qatar,2018-11-14,Friendly,Switzerland,away,W,1,0,True
Switzerland,2018-11-14,Friendly,Qatar,home,L,0,1,True
Austria,2018-11-15,UEFA Nations League,Bosnia and Herzegovina,home,D,0,0,False
Belgium,2018-11-15,UEFA Nations League,Iceland,home,W,2,0,False
Bosnia and Herzegovina,2018-11-15,UEFA Nations League,Austria,away,D,0,0,False
Croatia,2018-11-15,UEFA Nations League,Spain,home,W,3,2,False
Czechia,2018-11-15,Friendly,Poland,away,W,1,0,True
Ecuador,2018-11-15,Friendly,Peru,away,W,2,0,True
England,2018-11-15,Friendly,United States,home,W,3,0,True
Germany,2018-11-15,Friendly,Russia,home,W,3,0,True
Iceland,2018-11-15,UEFA Nations League,Belgium,away,L,0,2,False
Iran,2018-11-15,Friendly,Trinidad and Tobago,home,W,1,0,True
Lebanon,2018-11-15,Friendly,Uzbekistan,neutral,D,0,0,True
Peru,2018-11-15,Friendly,Ecuador,home,L,0,2,True
Poland,2018-11-15,Friendly,Czechia,home,L,0,1,True
Russia,2018-11-15,Friendly,Germany,away,L,0,3,True
Spain,2018-11-15,UEFA Nations League,Croatia,away,L,2,3,False
Trinidad and Tobago,2018-11-15,Friendly,Iran,away,L,0,1,True
United States,2018-11-15,Friendly,England,away,L,0,3,True
Uzbekistan,2018-11-15,Friendly,Lebanon,neutral,D,0,0,True
Argentina,2018-11-16,Friendly,Mexico,home,W,2,0,True
Brazil,2018-11-16,Friendly,Uruguay,neutral,W,1,0,True
Cameroon,2018-11-16,African Cup of Nations qualification,Morocco,away,L,0,2,False
Egypt,2018-11-16,African Cup of Nations qualification,Tunisia,home,W,3,2,False
France,2018-11-16,UEFA Nations League,Netherlands,away,L,0,2,False
Honduras,2018-11-16,Friendly,Panama,home,W,1,0,True
Japan,2018-11-16,Kirin Challenge Cup,Venezuela,home,D,1,1,False
Mexico,2018-11-16,Friendly,Argentina,away,L,0,2,True
Morocco,2018-11-16,African Cup of Nations qualification,Cameroon,home,W,2,0,False
Netherlands,2018-11-16,UEFA Nations League,France,home,W,2,0,False
Norway,2018-11-16,UEFA Nations League,Slovenia,away,D,1,1,False
Panama,2018-11-16,Friendly,Honduras,away,L,0,1,True
Saudi Arabia,2018-11-16,Friendly,Yemen,home,W,1,0,True
Slovenia,2018-11-16,UEFA Nations League,Norway,home,D,1,1,False
Tunisia,2018-11-16,African Cup of Nations qualification,Egypt,away,L,2,3,False
Uruguay,2018-11-16,Friendly,Brazil,neutral,L,0,1,True
Venezuela,2018-11-16,Kirin Challenge Cup,Japan,away,D,1,1,False
Yemen,2018-11-16,Friendly,Saudi Arabia,away,L,0,1,True
Albania,2018-11-17,UEFA Nations League,Scotland,home,L,0,4,False
Australia,2018-11-17,Friendly,South Korea,home,D,1,1,True
Cape Verde,2018-11-17,African Cup of Nations qualification,Uganda,away,L,0,1,False
Equatorial Guinea,2018-11-17,African Cup of Nations qualification,Senegal,home,L,0,1,False
Haiti,2018-11-17,CONCACAF Nations League qualification,Nicaragua,away,W,2,0,False
India,2018-11-17,Friendly,Jordan,away,L,1,2,True
Italy,2018-11-17,UEFA Nations League,Portugal,home,D,0,0,False
Jordan,2018-11-17,Friendly,India,home,W,2,1,True
Nicaragua,2018-11-17,CONCACAF Nations League qualification,Haiti,home,L,0,2,False
Nigeria,2018-11-17,African Cup of Nations qualification,South Africa,away,D,1,1,False
Portugal,2018-11-17,UEFA Nations League,Italy,away,D,0,0,False
Scotland,2018-11-17,UEFA Nations League,Albania,away,W,4,0,False
Senegal,2018-11-17,African Cup of Nations qualification,Equatorial Guinea,away,W,1,0,False
South Africa,2018-11-17,African Cup of Nations qualification,Nigeria,home,D,1,1,False
South Korea,2018-11-17,Friendly,Australia,away,D,1,1,True
Sweden,2018-11-17,UEFA Nations League,Turkey,away,W,1,0,False
Turkey,2018-11-17,UEFA Nations League,Sweden,home,L,0,1,False
Uganda,2018-11-17,African Cup of Nations qualification,Cape Verde,home,W,1,0,False
Algeria,2018-11-18,African Cup of Nations qualification,Togo,away,W,4,1,False
Austria,2018-11-18,UEFA Nations League,Northern Ireland,away,W,2,1,False
Belgium,2018-11-18,UEFA Nations League,Switzerland,away,L,2,5,False
Bosnia and Herzegovina,2018-11-18,Friendly,Spain,away,L,0,1,True
Canada,2018-11-18,CONCACAF Nations League qualification,Saint Kitts and Nevis,away,W,1,0,False
Congo,2018-11-18,African Cup of Nations qualification,DR Congo,home,D,1,1,False
Croatia,2018-11-18,UEFA Nations League,England,away,L,1,2,False
DR Congo,2018-11-18,African Cup of Nations qualification,Congo,away,D,1,1,False
England,2018-11-18,UEFA Nations League,Croatia,home,W,2,1,False
Ethiopia,2018-11-18,African Cup of Nations qualification,Ghana,home,L,0,2,False
Ghana,2018-11-18,African Cup of Nations qualification,Ethiopia,away,W,2,0,False
Guinea,2018-11-18,African Cup of Nations qualification,Ivory Coast,home,D,1,1,False
Ivory Coast,2018-11-18,African Cup of Nations qualification,Guinea,away,D,1,1,False
Northern Ireland,2018-11-18,UEFA Nations League,Austria,home,L,1,2,False
Saint Kitts and Nevis,2018-11-18,CONCACAF Nations League qualification,Canada,home,L,0,1,False
Spain,2018-11-18,Friendly,Bosnia and Herzegovina,home,W,1,0,True
Switzerland,2018-11-18,UEFA Nations League,Belgium,home,W,5,2,False
Togo,2018-11-18,African Cup of Nations qualification,Algeria,home,L,1,4,False
Curacao,2018-11-19,CONCACAF Nations League qualification,Guadeloupe,home,W,6,0,False
Cyprus,2018-11-19,UEFA Nations League,Norway,home,L,0,2,False
Czechia,2018-11-19,UEFA Nations League,Slovakia,home,W,1,0,False
Germany,2018-11-19,UEFA Nations League,Netherlands,home,D,2,2,False
Guadeloupe,2018-11-19,CONCACAF Nations League qualification,Curacao,away,L,0,6,False
