team,date,competition,opponent,venue,result,gf,ga,is_friendly
Yemen,2019-01-12,AFC Asian Cup,Iraq,neutral,L,0,3,False
Japan,2019-01-13,AFC Asian Cup,Oman,neutral,W,1,0,False
North Korea,2019-01-13,AFC Asian Cup,Qatar,neutral,L,0,6,False
Oman,2019-01-13,AFC Asian Cup,Japan,neutral,L,0,1,False
Qatar,2019-01-13,AFC Asian Cup,North Korea,neutral,W,6,0,False
Turkmenistan,2019-01-13,AFC Asian Cup,Uzbekistan,neutral,L,0,4,False
Uzbekistan,2019-01-13,AFC Asian Cup,Turkmenistan,neutral,W,4,0,False
Australia,2019-01-15,AFC Asian Cup,Syria,neutral,W,3,2,False
Jordan,2019-01-15,AFC Asian Cup,Palestine,neutral,D,0,0,False
Palestine,2019-01-15,AFC Asian Cup,Jordan,neutral,D,0,0,False
Syria,2019-01-15,AFC Asian Cup,Australia,neutral,L,2,3,False
China PR,2019-01-16,AFC Asian Cup,South Korea,neutral,L,0,2,False
Iran,2019-01-16,AFC Asian Cup,Iraq,neutral,D,0,0,False
Iraq,2019-01-16,AFC Asian Cup,Iran,neutral,D,0,0,False
South Korea,2019-01-16,AFC Asian Cup,China PR,neutral,W,2,0,False
Japan,2019-01-17,AFC Asian Cup,Uzbekistan,neutral,W,2,1,False
Qatar,2019-01-17,AFC Asian Cup,Saudi Arabia,neutral,W,2,0,False
Saudi Arabia,2019-01-17,AFC Asian Cup,Qatar,neutral,L,0,2,False
Uzbekistan,2019-01-17,AFC Asian Cup,Japan,neutral,L,1,2,False
Iran,2019-01-20,AFC Asian Cup,Oman,neutral,W,2,0,False
Jordan,2019-01-20,AFC Asian Cup,Vietnam,neutral,D,1,1,False
Oman,2019-01-20,AFC Asian Cup,Iran,neutral,L,0,2,False
Vietnam,2019-01-20,AFC Asian Cup,Jordan,neutral,D,1,1,False
Australia,2019-01-21,AFC Asian Cup,Uzbekistan,neutral,D,0,0,False
Japan,2019-01-21,AFC Asian Cup,Saudi Arabia,neutral,W,1,0,False
Saudi Arabia,2019-01-21,AFC Asian Cup,Japan,neutral,L,0,1,False
Uzbekistan,2019-01-21,AFC Asian Cup,Australia,neutral,D,0,0,False
Bahrain,2019-01-22,AFC Asian Cup,South Korea,neutral,L,1,2,False
Iraq,2019-01-22,AFC Asian Cup,Qatar,neutral,L,0,1,False
Qatar,2019-01-22,AFC Asian Cup,Iraq,neutral,W,1,0,False
South Korea,2019-01-22,AFC Asian Cup,Bahrain,neutral,W,2,1,False
China PR,2019-01-24,AFC Asian Cup,Iran,neutral,L,0,3,False
Iran,2019-01-24,AFC Asian Cup,China PR,neutral,W,3,0,False
Japan,2019-01-24,AFC Asian Cup,Vietnam,neutral,W,1,0,False
Vietnam,2019-01-24,AFC Asian Cup,Japan,neutral,L,0,1,False
Australia,2019-01-25,AFC Asian Cup,United Arab Emirates,away,L,0,1,False
Qatar,2019-01-25,AFC Asian Cup,South Korea,neutral,W,1,0,False
South Korea,2019-01-25,AFC Asian Cup,Qatar,neutral,L,0,1,False
United Arab Emirates,2019-01-25,AFC Asian Cup,Australia,home,W,1,0,False
Iran,2019-01-28,AFC Asian Cup,Japan,neutral,L,0,3,False
Japan,2019-01-28,AFC Asian Cup,Iran,neutral,W,3,0,False
Qatar,2019-01-29,AFC Asian Cup,United Arab Emirates,away,W,4,0,False
United Arab Emirates,2019-01-29,AFC Asian Cup,Qatar,home,L,0,4,False
Japan,2019-02-01,AFC Asian Cup,Qatar,neutral,L,1,3,False
Qatar,2019-02-01,AFC Asian Cup,Japan,neutral,W,3,1,False
Austria,2019-03-21,UEFA Euro qualification,Poland,home,L,0,1,False
Azerbaijan,2019-03-21,UEFA Euro qualification,Croatia,away,L,1,2,False
Belarus,2019-03-21,UEFA Euro qualification,Netherlands,away,L,0,4,False
Belgium,2019-03-21,UEFA Euro qualification,Russia,home,W,3,1,False
Croatia,2019-03-21,UEFA Euro qualification,Azerbaijan,home,W,2,1,False
Kazakhstan,2019-03-21,UEFA Euro qualification,Scotland,home,W,3,0,False
Netherlands,2019-03-21,UEFA Euro qualification,Belarus,home,W,4,0,False
Poland,2019-03-21,UEFA Euro qualification,Austria,away,W,1,0,False
Russia,2019-03-21,UEFA Euro qualification,Belgium,away,L,1,3,False
Scotland,2019-03-21,UEFA Euro qualification,Kazakhstan,away,L,0,3,False
Albania,2019-03-22,UEFA Euro qualification,Turkey,home,L,0,2,False
Algeria,2019-03-22,African Cup of Nations qualification,Gambia,home,D,1,1,False
Colombia,2019-03-22,Kirin Challenge Cup,Japan,away,W,1,0,False
Czechia,2019-03-22,UEFA Euro qualification,England,away,L,0,5,False
England,2019-03-22,UEFA Euro qualification,Czechia,home,W,5,0,False
Eswatini,2019-03-22,African Cup of Nations qualification,Tunisia,away,L,0,4,False
France,2019-03-22,UEFA Euro qualification,Moldova,away,W,4,1,False
Gambia,2019-03-22,African Cup of Nations qualification,Algeria,away,D,1,1,False
Japan,2019-03-22,Kirin Challenge Cup,Colombia,home,L,0,1,False
Malawi,2019-03-22,African Cup of Nations qualification,Morocco,home,D,0,0,False
Moldova,2019-03-22,UEFA Euro qualification,France,home,L,1,4,False
Morocco,2019-03-22,African Cup of Nations qualification,Malawi,away,D,0,0,False
Portugal,2019-03-22,UEFA Euro qualification,Ukraine,home,D,0,0,False
Tunisia,2019-03-22,African Cup of Nations qualification,Eswatini,home,W,4,0,False
Turkey,2019-03-22,UEFA Euro qualification,Albania,away,W,2,0,False
Ukraine,2019-03-22,UEFA Euro qualification,Portugal,away,D,0,0,False
Antigua and Barbuda,2019-03-23,CONCACAF Nations League qualification,Curacao,home,W,2,1,False
Armenia,2019-03-23,UEFA Euro qualification,Bosnia and Herzegovina,away,L,1,2,False
Bosnia and Herzegovina,2019-03-23,UEFA Euro qualification,Armenia,home,W,2,1,False
Curacao,2019-03-23,CONCACAF Nations League qualification,Antigua and Barbuda,away,L,1,2,False
Egypt,2019-03-23,African Cup of Nations qualification,Niger,away,D,1,1,False
Georgia,2019-03-23,UEFA Euro qualification,Switzerland,home,L,0,2,False
Ghana,2019-03-23,African Cup of Nations qualification,Kenya,home,W,1,0,False
Ivory Coast,2019-03-23,African Cup of Nations qualification,Rwanda,home,W,3,0,False
Kenya,2019-03-23,African Cup of Nations qualification,Ghana,away,L,0,1,False
Madagascar,2019-03-23,African Cup of Nations qualification,Senegal,away,L,0,2,False
Niger,2019-03-23,African Cup of Nations qualification,Egypt,home,D,1,1,False
Norway,2019-03-23,UEFA Euro qualification,Spain,away,L,1,2,False
Romania,2019-03-23,UEFA Euro qualification,Sweden,away,L,1,2,False
Rwanda,2019-03-23,African Cup of Nations qualification,Ivory Coast,away,L,0,3,False
Senegal,2019-03-23,African Cup of Nations qualification,Madagascar,home,W,2,0,False
Spain,2019-03-23,UEFA Euro qualification,Norway,home,W,2,1,False
Sweden,2019-03-23,UEFA Euro qualification,Romania,home,W,2,1,False
Switzerland,2019-03-23,UEFA Euro qualification,Georgia,away,W,2,0,False
Austria,2019-03-24,UEFA Euro qualification,Israel,away,L,2,4,False
Belgium,2019-03-24,UEFA Euro qualification,Cyprus,away,W,2,0,False
Canada,2019-03-24,CONCACAF Nations League qualification,French Guiana,home,W,4,1,False
Cape Verde,2019-03-24,African Cup of Nations qualification,Lesotho,home,D,0,0,False
Croatia,2019-03-24,UEFA Euro qualification,Hungary,away,L,1,2,False
Cuba,2019-03-24,CONCACAF Nations League qualification,Haiti,away,L,1,2,False
Cyprus,2019-03-24,UEFA Euro qualification,Belgium,home,L,0,2,False
DR Congo,2019-03-24,African Cup of Nations qualification,Liberia,home,W,1,0,False
French Guiana,2019-03-24,CONCACAF Nations League qualification,Canada,away,L,1,4,False
Germany,2019-03-24,UEFA Euro qualification,Netherlands,away,W,3,2,False
Haiti,2019-03-24,CONCACAF Nations League qualification,Cuba,home,W,2,1,False
Hungary,2019-03-24,UEFA Euro qualification,Croatia,home,W,2,1,False
Israel,2019-03-24,UEFA Euro qualification,Austria,home,W,4,2,False
Lesotho,2019-03-24,African Cup of Nations qualification,Cape Verde,away,D,0,0,False
Liberia,2019-03-24,African Cup of Nations qualification,DR Congo,away,L,0,1,False
Libya,2019-03-24,African Cup of Nations qualification,South Africa,neutral,L,1,2,False
Netherlands,2019-03-24,UEFA Euro qualification,Germany,home,L,2,3,False
San Marino,2019-03-24,UEFA Euro qualification,Scotland,home,L,0,2,False
Scotland,2019-03-24,UEFA Euro qualification,San Marino,away,W,2,0,False
South Africa,2019-03-24,African Cup of Nations qualification,Libya,neutral,W,2,1,False
England,2019-03-25,UEFA Euro qualification,Montenegro,away,W,5,1,False
France,2019-03-25,UEFA Euro qualification,Iceland,home,W,4,0,False
Iceland,2019-03-25,UEFA Euro qualification,France,away,L,0,4,False
Moldova,2019-03-25,UEFA Euro qualification,Turkey,away,L,0,4,False
Montenegro,2019-03-25,UEFA Euro qualification,England,home,L,1,5,False
Portugal,2019-03-25,UEFA Euro qualification,Serbia,home,D,1,1,False
Serbia,2019-03-25,UEFA Euro qualification,Portugal,away,D,1,1,False
Turkey,2019-03-25,UEFA Euro qualification,Moldova,home,W,4,0,False
Bolivia,2019-03-26,Kirin Challenge Cup,Japan,away,L,0,1,False
Bosnia and Herzegovina,2019-03-26,UEFA Euro qualification,Greece,home,D,2,2,False
Denmark,2019-03-26,UEFA Euro qualification,Switzerland,away,D,3,3,False
Greece,2019-03-26,UEFA Euro qualification,Bosnia and Herzegovina,away,D,2,2,False
Japan,2019-03-26,Kirin Challenge Cup,Bolivia,home,W,1,0,False
Malta,2019-03-26,UEFA Euro qualification,Spain,home,L,0,2,False
Norway,2019-03-26,UEFA Euro qualification,Sweden,home,D,3,3,False
Spain,2019-03-26,UEFA Euro qualification,Malta,away,W,2,0,False
Sweden,2019-03-26,UEFA Euro qualification,Norway,away,D,3,3,False
Switzerland,2019-03-26,UEFA Euro qualification,Denmark,home,D,3,3,False
Botswana,2019-06-02,COSAFA Cup,South Africa,away,D,2,2,False
South Africa,2019-06-02,COSAFA Cup,Botswana,home,D,2,2,False
South Africa,2019-06-04,COSAFA Cup,Uganda,home,D,1,1,False
Uganda,2019-06-04,COSAFA Cup,South Africa,away,D,1,1,False
Japan,2019-06-05,Kirin Challenge Cup,Trinidad and Tobago,home,D,0,0,False
Portugal,2019-06-05,UEFA Nations League,Switzerland,home,W,3,1,False
Switzerland,2019-06-05,UEFA Nations League,Portugal,away,L,1,3,False
Trinidad and Tobago,2019-06-05,Kirin Challenge Cup,Japan,away,D,0,0,False
England,2019-06-06,UEFA Nations League,Netherlands,neutral,L,1,3,False
Netherlands,2019-06-06,UEFA Nations League,England,neutral,W,3,1,False
Austria,2019-06-07,UEFA Euro qualification,Slovenia,home,W,1,0,False
Bulgaria,2019-06-07,UEFA Euro qualification,Czechia,away,L,1,2,False
Czechia,2019-06-07,UEFA Euro qualification,Bulgaria,home,W,2,1,False
Faroe Islands,2019-06-07,UEFA Euro qualification,Spain,home,L,1,4,False
Malawi,2019-06-07,COSAFA Cup,South Africa,away,D,0,0,False
Malta,2019-06-07,UEFA Euro qualification,Sweden,away,L,0,3,False
Norway,2019-06-07,UEFA Euro qualification,Romania,home,D,2,2,False
Romania,2019-06-07,UEFA Euro qualification,Norway,away,D,2,2,False
Slovenia,2019-06-07,UEFA Euro qualification,Austria,away,L,0,1,False
South Africa,2019-06-07,COSAFA Cup,Malawi,home,D,0,0,False
Spain,2019-06-07,UEFA Euro qualification,Faroe Islands,away,W,4,1,False
Sweden,2019-06-07,UEFA Euro qualification,Malta,home,W,3,0,False
Belarus,2019-06-08,UEFA Euro qualification,Germany,home,L,0,2,False
Belgium,2019-06-08,UEFA Euro qualification,Kazakhstan,home,W,3,0,False
Bosnia and Herzegovina,2019-06-08,UEFA Euro qualification,Finland,away,L,0,2,False
Croatia,2019-06-08,UEFA Euro qualification,Wales,home,W,2,1,False
Cyprus,2019-06-08,UEFA Euro qualification,Scotland,away,L,1,2,False
Finland,2019-06-08,UEFA Euro qualification,Bosnia and Herzegovina,home,W,2,0,False
France,2019-06-08,UEFA Euro qualification,Turkey,away,L,0,2,False
Germany,2019-06-08,UEFA Euro qualification,Belarus,away,W,2,0,False
Kazakhstan,2019-06-08,UEFA Euro qualification,Belgium,away,L,0,3,False
Scotland,2019-06-08,UEFA Euro qualification,Cyprus,home,W,2,1,False
Turkey,2019-06-08,UEFA Euro qualification,France,home,W,2,0,False
Wales,2019-06-08,UEFA Euro qualification,Croatia,away,L,1,2,False
El Salvador,2019-06-09,Kirin Challenge Cup,Japan,away,L,0,2,False
England,2019-06-09,UEFA Nations League,Switzerland,neutral,D,0,0,False
Japan,2019-06-09,Kirin Challenge Cup,El Salvador,home,W,2,0,False
Netherlands,2019-06-09,UEFA Nations League,Portugal,away,L,0,1,False
Portugal,2019-06-09,UEFA Nations League,Netherlands,home,W,1,0,False
Switzerland,2019-06-09,UEFA Nations League,England,neutral,D,0,0,False
Austria,2019-06-10,UEFA Euro qualification,North Macedonia,away,W,4,1,False
Czechia,2019-06-10,UEFA Euro qualification,Montenegro,home,W,3,0,False
Faroe Islands,2019-06-10,UEFA Euro qualification,Norway,home,L,0,2,False
Montenegro,2019-06-10,UEFA Euro qualification,Czechia,away,L,0,3,False
North Macedonia,2019-06-10,UEFA Euro qualification,Austria,home,L,1,4,False
Norway,2019-06-10,UEFA Euro qualification,Faroe Islands,away,W,2,0,False
Spain,2019-06-10,UEFA Euro qualification,Sweden,home,W,3,0,False
Sweden,2019-06-10,UEFA Euro qualification,Spain,away,L,0,3,False
Andorra,2019-06-11,UEFA Euro qualification,France,home,L,0,4,False
Belgium,2019-06-11,UEFA Euro qualification,Scotland,home,W,3,0,False
Bosnia and Herzegovina,2019-06-11,UEFA Euro qualification,Italy,away,L,1,2,False
Estonia,2019-06-11,UEFA Euro qualification,Germany,away,L,0,8,False
France,2019-06-11,UEFA Euro qualification,Andorra,away,W,4,0,False
Germany,2019-06-11,UEFA Euro qualification,Estonia,home,W,8,0,False
Iceland,2019-06-11,UEFA Euro qualification,Turkey,home,W,2,1,False
Italy,2019-06-11,UEFA Euro qualification,Bosnia and Herzegovina,home,W,2,1,False
Scotland,2019-06-11,UEFA Euro qualification,Belgium,away,L,0,3,False
Turkey,2019-06-11,UEFA Euro qualification,Iceland,away,L,1,2,False
Bolivia,2019-06-14,Copa América,Brazil,away,L,0,3,False
Brazil,2019-06-14,Copa América,Bolivia,home,W,3,0,False
Argentina,2019-06-15,Copa América,Colombia,neutral,L,0,2,False
Canada,2019-06-15,Gold Cup,Martinique,neutral,W,4,0,False
Colombia,2019-06-15,Copa América,Argentina,neutral,W,2,0,False
Cuba,2019-06-15,Gold Cup,Mexico,neutral,L,0,7,False
Martinique,2019-06-15,Gold Cup,Canada,neutral,L,0,4,False
Mexico,2019-06-15,Gold Cup,Cuba,neutral,W,7,0,False
Bermuda,2019-06-16,Gold Cup,Haiti,neutral,L,1,2,False
Ecuador,2019-06-16,Copa América,Uruguay,neutral,L,0,4,False
Haiti,2019-06-16,Gold Cup,Bermuda,neutral,W,2,1,False
Paraguay,2019-06-16,Copa América,Qatar,neutral,D,2,2,False
Qatar,2019-06-16,Copa América,Paraguay,neutral,D,2,2,False
Uruguay,2019-06-16,Copa América,Ecuador,neutral,W,4,0,False
Chile,2019-06-17,Copa América,Japan,neutral,W,4,0,False
Curacao,2019-06-17,Gold Cup,El Salvador,neutral,L,0,1,False
El Salvador,2019-06-17,Gold Cup,Curacao,neutral,W,1,0,False
Japan,2019-06-17,Copa América,Chile,neutral,L,0,4,False
Brazil,2019-06-18,Copa América,Venezuela,home,D,0,0,False
Guyana,2019-06-18,Gold Cup,United States,away,L,0,4,False
Panama,2019-06-18,Gold Cup,Trinidad and Tobago,neutral,W,2,0,False
Trinidad and Tobago,2019-06-18,Gold Cup,Panama,neutral,L,0,2,False
United States,2019-06-18,Gold Cup,Guyana,home,W,4,0,False
Venezuela,2019-06-18,Copa América,Brazil,away,D,0,0,False
Argentina,2019-06-19,Copa América,Paraguay,neutral,D,1,1,False
Canada,2019-06-19,Gold Cup,Mexico,neutral,L,1,3,False
Colombia,2019-06-19,Copa América,Qatar,neutral,W,1,0,False
Mexico,2019-06-19,Gold Cup,Canada,neutral,W,3,1,False
Paraguay,2019-06-19,Copa América,Argentina,neutral,D,1,1,False
Qatar,2019-06-19,Copa América,Colombia,neutral,L,0,1,False
Haiti,2019-06-20,Gold Cup,Nicaragua,neutral,W,2,0,False
Japan,2019-06-20,Copa América,Uruguay,neutral,D,2,2,False
Nicaragua,2019-06-20,Gold Cup,Haiti,neutral,L,0,2,False
Uruguay,2019-06-20,Copa América,Japan,neutral,D,2,2,False
Chile,2019-06-21,Copa América,Ecuador,neutral,W,2,1,False
Curacao,2019-06-21,Gold Cup,Honduras,neutral,W,1,0,False
Ecuador,2019-06-21,Copa América,Chile,neutral,L,1,2,False
Egypt,2019-06-21,African Cup of Nations,Zimbabwe,home,W,1,0,False
Honduras,2019-06-21,Gold Cup,Curacao,neutral,L,0,1,False
Zimbabwe,2019-06-21,African Cup of Nations,Egypt,away,L,0,1,False
Brazil,2019-06-22,Copa América,Peru,home,W,5,0,False
DR Congo,2019-06-22,African Cup of Nations,Uganda,neutral,L,0,2,False
Guyana,2019-06-22,Gold Cup,Panama,neutral,L,2,4,False
Panama,2019-06-22,Gold Cup,Guyana,neutral,W,4,2,False
Peru,2019-06-22,Copa América,Brazil,away,L,0,5,False
Trinidad and Tobago,2019-06-22,Gold Cup,United States,away,L,0,6,False
Uganda,2019-06-22,African Cup of Nations,DR Congo,neutral,W,2,0,False
United States,2019-06-22,Gold Cup,Trinidad and Tobago,home,W,6,0,False
Algeria,2019-06-23,African Cup of Nations,Kenya,neutral,W,2,0,False
Argentina,2019-06-23,Copa América,Qatar,neutral,W,2,0,False
Canada,2019-06-23,Gold Cup,Cuba,neutral,W,7,0,False
Colombia,2019-06-23,Copa América,Paraguay,neutral,W,1,0,False
Cuba,2019-06-23,Gold Cup,Canada,neutral,L,0,7,False
Kenya,2019-06-23,African Cup of Nations,Algeria,neutral,L,0,2,False
Martinique,2019-06-23,Gold Cup,Mexico,neutral,L,2,3,False
Mexico,2019-06-23,Gold Cup,Martinique,neutral,W,3,2,False
Morocco,2019-06-23,African Cup of Nations,Namibia,neutral,W,1,0,False
Namibia,2019-06-23,African Cup of Nations,Morocco,neutral,L,0,1,False
Paraguay,2019-06-23,Copa América,Colombia,neutral,L,0,1,False
Qatar,2019-06-23,Copa América,Argentina,neutral,L,0,2,False
Senegal,2019-06-23,African Cup of Nations,Tanzania,neutral,W,2,0,False
Tanzania,2019-06-23,African Cup of Nations,Senegal,neutral,L,0,2,False
Angola,2019-06-24,African Cup of Nations,Tunisia,neutral,D,1,1,False
Chile,2019-06-24,Copa América,Uruguay,neutral,L,0,1,False
Costa Rica,2019-06-24,Gold Cup,Haiti,neutral,L,1,2,False
Ecuador,2019-06-24,Copa América,Japan,neutral,D,1,1,False
Haiti,2019-06-24,Gold Cup,Costa Rica,neutral,W,2,1,False
Ivory Coast,2019-06-24,African Cup of Nations,South Africa,neutral,W,1,0,False
Japan,2019-06-24,Copa América,Ecuador,neutral,D,1,1,False
South Africa,2019-06-24,African Cup of Nations,Ivory Coast,neutral,L,0,1,False
Tunisia,2019-06-24,African Cup of Nations,Angola,neutral,D,1,1,False
Uruguay,2019-06-24,Copa América,Chile,neutral,W,1,0,False
Benin,2019-06-25,African Cup of Nations,Ghana,neutral,D,2,2,False
Curacao,2019-06-25,Gold Cup,Jamaica,neutral,D,1,1,False
Ghana,2019-06-25,African Cup of Nations,Benin,neutral,D,2,2,False
Jamaica,2019-06-25,Gold Cup,Curacao,neutral,D,1,1,False
DR Congo,2019-06-26,African Cup of Nations,Egypt,away,L,0,2,False
Egypt,2019-06-26,African Cup of Nations,DR Congo,home,W,2,0,False
Panama,2019-06-26,Gold Cup,United States,away,L,0,1,False
United States,2019-06-26,Gold Cup,Panama,home,W,1,0,False
Algeria,2019-06-27,African Cup of Nations,Senegal,neutral,W,1,0,False
Brazil,2019-06-27,Copa América,Paraguay,home,D,0,0,False
Paraguay,2019-06-27,Copa América,Brazil,away,D,0,0,False
Senegal,2019-06-27,African Cup of Nations,Algeria,neutral,L,0,1,False
Argentina,2019-06-28,Copa América,Venezuela,neutral,W,2,0,False
Chile,2019-06-28,Copa América,Colombia,neutral,D,0,0,False
Colombia,2019-06-28,Copa América,Chile,neutral,D,0,0,False
Ivory Coast,2019-06-28,African Cup of Nations,Morocco,neutral,L,0,1,False
Mali,2019-06-28,African Cup of Nations,Tunisia,neutral,D,1,1,False
Morocco,2019-06-28,African Cup of Nations,Ivory Coast,neutral,W,1,0,False
Namibia,2019-06-28,African Cup of Nations,South Africa,neutral,L,0,1,False
South Africa,2019-06-28,African Cup of Nations,Namibia,neutral,W,1,0,False
Tunisia,2019-06-28,African Cup of Nations,Mali,neutral,D,1,1,False
Venezuela,2019-06-28,Copa América,Argentina,neutral,L,0,2,False
Cameroon,2019-06-29,African Cup of Nations,Ghana,neutral,D,0,0,False
Canada,2019-06-29,Gold Cup,Haiti,neutral,L,2,3,False
Costa Rica,2019-06-29,Gold Cup,Mexico,neutral,D,1,1,False
Ghana,2019-06-29,African Cup of Nations,Cameroon,neutral,D,0,0,False
Haiti,2019-06-29,Gold Cup,Canada,neutral,W,3,2,False
Mexico,2019-06-29,Gold Cup,Costa Rica,neutral,D,1,1,False
Peru,2019-06-29,Copa América,Uruguay,neutral,D,0,0,False
Uruguay,2019-06-29,Copa América,Peru,neutral,D,0,0,False
Curacao,2019-06-30,Gold Cup,United States,away,L,0,1,False
DR Congo,2019-06-30,African Cup of Nations,Zimbabwe,neutral,W,4,0,False
Egypt,2019-06-30,African Cup of Nations,Uganda,home,W,2,0,False
Jamaica,2019-06-30,Gold Cup,Panama,neutral,W,1,0,False
Panama,2019-06-30,Gold Cup,Jamaica,neutral,L,0,1,False
Uganda,2019-06-30,African Cup of Nations,Egypt,away,L,0,2,False
United States,2019-06-30,Gold Cup,Curacao,home,W,1,0,False
Zimbabwe,2019-06-30,African Cup of Nations,DR Congo,neutral,L,0,4,False
Algeria,2019-07-01,African Cup of Nations,Tanzania,neutral,W,3,0,False
Ivory Coast,2019-07-01,African Cup of Nations,Namibia,neutral,W,4,1,False
Kenya,2019-07-01,African Cup of Nations,Senegal,neutral,L,0,3,False
